CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21977,MR.,PHILLIP,MALHOTRA,7/21/1963,S,M,Phillip5@Adventure-Works.Com,70000,,Bachelors,Professional,N
21978,MRS.,TRACY,DENG,3/8/1967,M,F,Tracy3@Adventure-Works.Com,90000,4,Bachelors,Professional,Y
21979,MR.,PHILIP,GUTIERREZ,9/16/1962,M,M,Philip11@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
21980,MRS.,BETH,MORENO,9/10/1961,S,F,Beth9@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
21981,MRS.,ISABELLA,HENDERSON,4/11/1961,M,F,Isabella16@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
21982,MRS.,DEBORAH,LAL,2/25/1961,M,F,Deborah13@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21983,MR.,GLENN,LIANG,3/22/1961,M,M,Glenn18@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21984,MRS.,KRISTY,SUAREZ,2/19/1960,S,F,Kristy17@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21985,MR.,EDDIE,TORRES,10/14/1960,M,M,Eddie12@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21986,MRS.,KRISTI,CHAPMAN,6/11/1960,S,F,Kristi18@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21987,MR.,THEODORE,DOMINGUEZ,12/4/1965,S,M,Theodore13@Adventure-Works.Com,70000,,Bachelors,Professional,Y
21988,MRS.,ALISHA,ZHAO,4/3/1965,M,F,Alisha10@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
21989,MR.,ERIK,JIMENEZ,4/2/1965,M,M,Erik7@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
21990,MR.,ALEJANDRO,RAI,3/15/1965,S,M,Alejandro42@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
21991,MRS.,TERESA,GILL,7/14/1965,M,F,Teresa14@Adventure-Works.Com,80000,5,Bachelors,Professional,N
21992,MR.,ALEJANDRO,ZHANG,8/27/1965,S,M,Alejandro2@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
21993,MR.,CRAIG,SANZ,9/20/1964,M,M,Craig19@Adventure-Works.Com,70000,,Bachelors,Professional,N
21994,MRS.,NATASHA,RUIZ,3/13/1959,S,F,Natasha2@Adventure-Works.Com,90000,1,Bachelors,Professional,Y
21995,MRS.,KATHRYN,RAJI,3/22/1962,S,F,Kathryn19@Adventure-Works.Com,70000,5,Partial College,Skilled Manual,Y
21996,MRS.,AMY,GAO,11/19/1961,M,F,Amy21@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
21997,MR.,DENNIS,XU,3/14/1958,M,M,Dennis13@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
21998,MR.,ERIK,HERNANDEZ,11/8/1958,M,M,Erik5@Adventure-Works.Com,90000,2,Bachelors,Professional,Y
21999,MRS.,JULIA,BARNES,5/13/1958,M,F,Julia69@Adventure-Works.Com,90000,2,Bachelors,Management,N
22000,MRS.,CYNTHIA,CHANDRA,9/11/1958,M,F,Cynthia6@Adventure-Works.Com,100000,4,Bachelors,Management,Y
22001,MR.,GREGORY,CHANDER,10/21/1957,S,M,Gregory19@Adventure-Works.Com,70000,1,Partial College,Skilled Manual,Y
22002,MRS.,KRISTEN,CHEN,8/5/1936,M,F,Kristen2@Adventure-Works.Com,30000,2,Partial College,Clerical,N
22003,MRS.,JILL,NAVARRO,8/23/1936,M,F,Jill17@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22004,MRS.,MEGHAN,ORTEGA,8/16/1960,M,F,Meghan21@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
22005,MRS.,PAMELA,MEHTA,3/3/1960,M,F,Pamela17@Adventure-Works.Com,70000,5,Partial College,Skilled Manual,N
22006,MR.,JON,NARA,6/20/1960,M,M,Jon13@Adventure-Works.Com,70000,5,Partial College,Skilled Manual,Y
22007,MS.,KAYLEE,HERNANDEZ,9/13/1976,S,F,Kaylee41@Adventure-Works.Com,30000,,High School,Skilled Manual,N
22008,MS.,ALISHA,YE,4/8/1975,S,F,Alisha9@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22009,MR.,ROSS,ALVAREZ,2/9/1975,S,M,Ross25@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
22010,MR.,HENRY,LOPEZ,7/13/1975,S,M,Henry18@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22011,MR.,RICHARD,PATTERSON,11/13/1980,S,M,Richard65@Adventure-Works.Com,30000,,High School,Skilled Manual,N
22012,MS.,REGINA,MALHOTRA,6/26/1980,S,F,Regina4@Adventure-Works.Com,30000,,High School,Skilled Manual,N
22013,MR.,MARCUS,JENKINS,11/1/1980,S,M,Marcus56@Adventure-Works.Com,30000,,High School,Skilled Manual,N
22014,MR.,JOSE,GONZALES,5/19/1980,S,M,Jose11@Adventure-Works.Com,30000,,High School,Skilled Manual,Y
22015,MS.,MARY,TURNER,10/15/1980,M,F,Mary18@Adventure-Works.Com,30000,,High School,Skilled Manual,Y
22016,MR.,TERRENCE,ANDERSEN,10/22/1980,S,M,Terrence13@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22017,MRS.,SHARON,SHE,12/9/1937,M,F,Sharon6@Adventure-Works.Com,30000,2,Partial College,Clerical,N
22018,MR.,TODD,SUN,5/9/1937,M,M,Todd12@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22019,MS.,RACHEL,BRYANT,2/23/1978,M,F,Rachel66@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22020,MR.,JAIME,SHAN,4/18/1938,M,M,Jaime32@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22021,MR.,ETHAN,WHITE,9/20/1977,S,M,Ethan46@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22022,,CHRISTOPHER,DAVIS,11/4/1977,S,NA,Christopher5@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22023,MR.,RAFAEL,CHEN,5/1/1977,S,M,Rafael2@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22024,MR.,SAMUEL,CHEN,2/11/1977,S,M,Samuel24@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
22025,MS.,RILEY,PETERSON,6/6/1977,S,F,Riley24@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22026,MS.,BRIDGET,KENNEDY,4/7/1979,M,F,Bridget10@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22027,MR.,FRANKLIN,LUO,6/5/1979,S,M,Franklin24@Adventure-Works.Com,30000,,Partial High School,Clerical,N
22028,MRS.,JODI,SHEN,11/22/1939,M,F,Jodi2@Adventure-Works.Com,30000,2,Partial College,Clerical,N
22029,MRS.,LAURA,GAO,11/3/1939,M,F,Laura20@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22031,MR.,JORGE,CAI,8/12/1940,M,M,Jorge24@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22032,MR.,IVAN,FERNANDEZ,9/12/1942,M,M,Ivan12@Adventure-Works.Com,40000,2,Bachelors,Management,Y
22033,MR.,MARSHALL,ZHAO,6/17/1942,S,M,Marshall9@Adventure-Works.Com,50000,2,Graduate Degree,Management,Y
22034,MR.,SETH,CLARK,4/3/1976,M,M,Seth18@Adventure-Works.Com,40000,,Partial College,Skilled Manual,Y
22035,MR.,RYAN,WILSON,11/9/1976,M,M,Ryan46@Adventure-Works.Com,40000,,Partial College,Skilled Manual,Y
22036,MS.,GABRIELLA,HALL,11/1/1975,S,F,Gabriella45@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22037,MS.,ANGELA,GONZALES,6/1/1975,M,F,Angela20@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22038,MS.,ISABELLA,JACKSON,2/18/1974,S,F,Isabella67@Adventure-Works.Com,50000,,Partial College,Skilled Manual,Y
22039,MS.,MARISSA,SIMMONS,3/16/1974,S,F,Marissa12@Adventure-Works.Com,50000,,Partial College,Skilled Manual,Y
22040,MR.,DEVIN,BROWN,10/16/1974,M,M,Devin4@Adventure-Works.Com,50000,,Partial College,Skilled Manual,N
22041,MS.,PAIGE,MORRIS,5/3/1973,S,F,Paige43@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22042,MS.,ABIGAIL,BRYANT,8/21/1972,M,F,Abigail43@Adventure-Works.Com,70000,,Partial College,Skilled Manual,Y
22043,MS.,TRINITY,COX,8/12/1972,S,F,Trinity10@Adventure-Works.Com,70000,,Partial College,Skilled Manual,N
22044,MR.,CONNOR,YOUNG,5/16/1972,S,M,Connor46@Adventure-Works.Com,80000,,Bachelors,Management,N
22045,MR.,CAMERON,CHEN,5/7/1968,S,M,Cameron21@Adventure-Works.Com,80000,,Bachelors,Management,N
22046,MS.,JASMINE,SANDERS,2/21/1968,S,F,Jasmine40@Adventure-Works.Com,80000,,Bachelors,Management,N
22047,MR.,DAVID,GONZALES,12/16/1968,M,M,David50@Adventure-Works.Com,90000,4,Bachelors,Management,Y
22048,MRS.,GRACE,WASHINGTON,4/22/1967,M,F,Grace61@Adventure-Works.Com,100000,1,Bachelors,Management,Y
22049,MR.,ALLEN,PATEL,5/7/1967,S,M,Allen3@Adventure-Works.Com,130000,,Graduate Degree,Management,N
22050,MR.,RICHARD,BAILEY,2/18/1968,S,M,Richard97@Adventure-Works.Com,90000,4,Bachelors,Management,Y
22051,MRS.,LAUREN,ROGERS,12/5/1968,S,F,Lauren1@Adventure-Works.Com,90000,4,Partial College,Skilled Manual,N
22052,MR.,ZACHARY,BUTLER,5/8/1968,M,M,Zachary13@Adventure-Works.Com,110000,2,Graduate Degree,Management,Y
22053,MR.,JAIME,GOEL,12/15/1968,S,M,Jaime42@Adventure-Works.Com,120000,1,Bachelors,Management,N
22054,MR.,RUSSELL,RAJI,8/24/1968,S,M,Russell24@Adventure-Works.Com,120000,1,Bachelors,Management,Y
22055,MRS.,HANNAH,CLARK,3/5/1968,M,F,Hannah17@Adventure-Works.Com,120000,1,Bachelors,Management,Y
22056,MR.,ALEX,HOWARD,2/18/1979,M,M,Alex15@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22057,MR.,KYLE,ROSS,2/13/1979,S,M,Kyle0@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
22058,MR.,JAKE,ZUKOWSKI,11/5/1978,S,M,Jake22@Adventure-Works.Com,40000,,High School,Skilled Manual,N
22059,MR.,JONATHAN,JOHNSON,2/9/1978,M,M,Jonathan61@Adventure-Works.Com,40000,,High School,Skilled Manual,Y
22060,MR.,EVAN,HILL,11/6/1978,M,M,Evan38@Adventure-Works.Com,40000,,Partial College,Skilled Manual,Y
22061,MS.,JENNY,GOEL,9/20/1978,S,F,Jenny42@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22062,MR.,CAMERON,FLORES,4/28/1978,S,M,Cameron7@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22063,MRS.,JOANNA,SUAREZ,10/2/1945,M,F,Joanna18@Adventure-Works.Com,10000,2,Partial High School,Clerical,Y
22064,MR.,LAWRENCE,CARLSON,5/24/1945,M,M,Lawrence17@Adventure-Works.Com,20000,4,High School,Skilled Manual,Y
22065,MR.,ROY,MARTIN,7/3/1946,M,M,Roy22@Adventure-Works.Com,20000,4,High School,Skilled Manual,N
22066,MRS.,PAULA,MUNOZ,3/18/1971,M,F,Paula10@Adventure-Works.Com,70000,1,Graduate Degree,Skilled Manual,Y
22067,MRS.,JULIA,JACKSON,1/18/1971,M,F,Julia34@Adventure-Works.Com,70000,1,Graduate Degree,Skilled Manual,Y
22068,MR.,SEAN,JAMES,6/15/1963,S,M,Sean15@Adventure-Works.Com,100000,,Partial College,Professional,Y
22069,MS.,BAILEY,REED,12/6/1963,S,F,Bailey18@Adventure-Works.Com,100000,,Partial College,Professional,Y
22070,MR.,EDUARDO,BROWN,7/2/1963,M,M,Eduardo3@Adventure-Works.Com,110000,4,Bachelors,Management,Y
22071,MR.,GABRIEL,CARTER,11/20/1963,S,M,Gabriel41@Adventure-Works.Com,110000,4,Bachelors,Management,N
22072,MR.,DEVIN,RUSSELL,8/4/1963,S,M,Devin57@Adventure-Works.Com,160000,2,Bachelors,Management,N
22073,MR.,TIMOTHY,SANDERS,12/25/1962,M,M,Timothy5@Adventure-Works.Com,90000,5,Partial College,Professional,Y
22074,MR.,RICHARD,WASHINGTON,8/15/1962,S,M,Richard68@Adventure-Works.Com,100000,1,Partial College,Professional,Y
22075,MR.,PEDRO,PATEL,5/15/1962,M,M,Pedro3@Adventure-Works.Com,110000,1,Bachelors,Management,Y
22076,MR.,NELSON,VAZQUEZ,6/24/1962,M,M,Nelson13@Adventure-Works.Com,110000,1,Bachelors,Management,Y
22077,MR.,MARVIN,RUBIO,7/10/1962,M,M,Marvin21@Adventure-Works.Com,110000,1,Bachelors,Management,Y
22078,MR.,WILLIAM,MARTIN,7/8/1962,M,M,William10@Adventure-Works.Com,120000,1,Partial College,Professional,Y
22079,MRS.,KATHERINE,PEREZ,10/16/1961,M,F,Katherine60@Adventure-Works.Com,70000,5,Partial College,Professional,Y
22080,MRS.,CAITLIN,SANCHEZ,12/4/1961,M,F,Caitlin21@Adventure-Works.Com,70000,5,Partial College,Professional,Y
22081,MRS.,OLIVIA,CLARK,4/7/1961,M,F,Olivia18@Adventure-Works.Com,100000,3,Partial College,Professional,Y
22082,MR.,LUCAS,BARNES,10/23/1961,S,M,Lucas52@Adventure-Works.Com,110000,1,Bachelors,Management,Y
22083,MR.,DAVID,FLORES,3/16/1961,M,M,David45@Adventure-Works.Com,110000,1,Bachelors,Management,Y
22084,MR.,FRANCIS,GOMEZ,7/7/1961,M,M,Francis20@Adventure-Works.Com,110000,1,Partial College,Professional,Y
22085,MRS.,TONI,MEHTA,7/13/1961,M,F,Toni14@Adventure-Works.Com,110000,1,Partial College,Professional,Y
22086,MRS.,CHELSEA,SANCHEZ,11/17/1961,M,F,Chelsea22@Adventure-Works.Com,110000,1,Partial College,Professional,Y
22087,MRS.,JOAN,COLEMAN,10/16/1961,M,F,Joan4@Adventure-Works.Com,120000,1,High School,Professional,Y
22088,MRS.,HANNAH,DIAZ,1/19/1961,M,F,Hannah43@Adventure-Works.Com,130000,1,Bachelors,Management,Y
22089,MR.,MASON,GRAY,3/4/1961,M,M,Mason7@Adventure-Works.Com,130000,1,Bachelors,Management,Y
22090,MRS.,ALEXANDRA,MILLER,11/20/1955,M,F,Alexandra69@Adventure-Works.Com,70000,4,High School,Professional,Y
22091,MRS.,KAYLA,GRIFFIN,8/23/1955,M,F,Kayla45@Adventure-Works.Com,80000,3,Partial College,Professional,Y
22092,MRS.,ANDREA,YOUNG,2/23/1955,M,F,Andrea39@Adventure-Works.Com,90000,2,High School,Professional,Y
22093,MRS.,SYDNEY,BAKER,6/16/1955,M,F,Sydney57@Adventure-Works.Com,90000,2,High School,Professional,Y
22094,MR.,JARED,WATSON,6/4/1955,M,M,Jared2@Adventure-Works.Com,90000,2,High School,Professional,Y
22095,MR.,BRANDON,PERRY,10/15/1955,S,M,Brandon5@Adventure-Works.Com,90000,2,High School,Professional,Y
22096,MR.,BRYCE,COOPER,1/22/1954,S,M,Bryce7@Adventure-Works.Com,70000,2,Partial High School,Skilled Manual,Y
22097,MR.,DAVID,ANDERSON,5/8/1935,M,M,David68@Adventure-Works.Com,40000,3,Partial College,Professional,Y
22098,MRS.,KATHERINE,BROOKS,10/18/1935,S,F,Katherine22@Adventure-Works.Com,50000,2,Graduate Degree,Management,N
22099,MR.,JOEL,SCHMIDT,4/23/1935,M,M,Joel9@Adventure-Works.Com,80000,4,Graduate Degree,Management,Y
22100,MR.,FERNANDO,HALL,3/20/1960,M,M,Fernando22@Adventure-Works.Com,80000,5,Partial College,Professional,Y
22101,MRS.,CAROL,WHITE,5/12/1960,S,F,Carol18@Adventure-Works.Com,90000,4,High School,Professional,N
22102,MR.,EDUARDO,COX,2/8/1960,M,M,Eduardo79@Adventure-Works.Com,100000,,Partial College,Professional,Y
22103,MRS.,ALEXANDRA,HERNANDEZ,6/25/1960,M,F,Alexandra59@Adventure-Works.Com,110000,3,Partial College,Professional,N
22104,MR.,RICHARD,ADAMS,1/20/1960,S,M,Richard26@Adventure-Works.Com,110000,4,Partial College,Professional,Y
22105,MRS.,TAYLOR,COOPER,3/23/1960,M,F,Taylor11@Adventure-Works.Com,120000,5,High School,Professional,Y
22106,MRS.,OLIVIA,LONG,6/10/1960,M,F,Olivia55@Adventure-Works.Com,160000,1,Partial College,Professional,Y
22107,MR.,MICHAEL,JONES,10/4/1954,S,M,Michael35@Adventure-Works.Com,70000,2,Partial High School,Skilled Manual,N
22108,MR.,EDUARDO,POWELL,6/17/1954,S,M,Eduardo53@Adventure-Works.Com,70000,2,Partial High School,Skilled Manual,N
22109,MR.,JONATHAN,MITCHELL,2/2/1954,M,M,Jonathan40@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,N
22110,MR.,EDUARDO,KING,8/8/1954,M,M,Eduardo27@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,Y
22111,MRS.,GABRIELLA,KING,11/10/1954,M,F,Gabriella43@Adventure-Works.Com,60000,2,Partial High School,Skilled Manual,N
22112,MRS.,PAIGE,REED,12/26/1954,M,F,Paige45@Adventure-Works.Com,60000,3,Partial High School,Skilled Manual,Y
22113,MRS.,KATHERINE,GARCIA,9/14/1953,S,F,Katherine87@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22114,MR.,LUCAS,MARTIN,7/16/1953,M,M,Lucas28@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22115,MR.,DALTON,ROGERS,6/13/1953,M,M,Dalton91@Adventure-Works.Com,70000,3,Graduate Degree,Management,N
22116,MR.,ROBERT,LOPEZ,11/4/1953,S,M,Robert76@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22117,MRS.,SYDNEY,PEREZ,4/11/1953,M,F,Sydney53@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22118,MRS.,JENNIFER,PARKER,5/20/1953,S,F,Jennifer10@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22119,MRS.,HAILEY,FLORES,10/13/1953,M,F,Hailey32@Adventure-Works.Com,70000,3,Graduate Degree,Management,Y
22120,MRS.,JENNIFER,PERRY,11/1/1953,M,F,Jennifer82@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22121,MR.,JACKSON,HENDERSON,5/12/1952,M,M,Jackson7@Adventure-Works.Com,40000,3,Partial College,Professional,N
22122,MRS.,RACHEL,BUTLER,10/25/1952,M,F,Rachel62@Adventure-Works.Com,40000,3,Partial College,Professional,Y
22123,MRS.,ISABELLA,BAILEY,4/3/1937,S,F,Isabella90@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22124,MRS.,DESIREE,ALONSO,9/5/1937,M,F,Desiree4@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22125,MR.,ZACHARY,GARCIA,2/2/1937,M,M,Zachary47@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22126,MRS.,RACHEL,WARD,8/3/1937,M,F,Rachel41@Adventure-Works.Com,60000,3,Graduate Degree,Management,N
22127,MR.,MARCUS,THOMPSON,11/9/1938,M,M,Marcus16@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22128,MRS.,MELISSA,PERRY,4/7/1938,M,F,Melissa2@Adventure-Works.Com,70000,4,Graduate Degree,Management,Y
22129,MRS.,CHLOE,HALL,12/8/1938,M,F,Chloe33@Adventure-Works.Com,70000,4,Graduate Degree,Management,Y
22130,MR.,XAVIER,BRYANT,8/28/1938,M,M,Xavier58@Adventure-Works.Com,70000,5,Graduate Degree,Management,Y
22131,MRS.,JESSICA,COOK,7/1/1938,M,F,Jessica5@Adventure-Works.Com,70000,5,Graduate Degree,Management,Y
22132,MRS.,RACHAEL,MEHTA,2/25/1938,M,F,Rachael13@Adventure-Works.Com,70000,5,Graduate Degree,Management,Y
22133,MR.,XAVIER,ADAMS,9/23/1938,M,M,Xavier29@Adventure-Works.Com,80000,4,Graduate Degree,Management,Y
22134,MR.,LEONARD,RAJI,11/10/1939,M,M,Leonard23@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22135,MRS.,JULIA,HERNANDEZ,6/19/1939,M,F,Julia15@Adventure-Works.Com,70000,5,Graduate Degree,Management,Y
22136,MR.,DEVIN,EVANS,11/14/1939,M,M,Devin41@Adventure-Works.Com,80000,4,Graduate Degree,Management,Y
22137,MRS.,ELIZABETH,GRIFFIN,3/20/1940,M,F,Elizabeth49@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22138,MRS.,ALEXANDRA,BROOKS,9/11/1940,M,F,Alexandra21@Adventure-Works.Com,80000,4,Graduate Degree,Management,Y
22139,MR.,JAIME,PAL,5/8/1940,M,M,Jaime34@Adventure-Works.Com,80000,4,Bachelors,Management,Y
22140,MRS.,MAKAYLA,SANCHEZ,12/22/1941,M,F,Makayla19@Adventure-Works.Com,50000,4,Bachelors,Management,Y
22142,MR.,NELSON,ALONSO,4/10/1941,M,M,Nelson7@Adventure-Works.Com,50000,4,Bachelors,Management,Y
22143,MRS.,SUMMER,PRASAD,7/15/1941,M,F,Summer8@Adventure-Works.Com,50000,4,Bachelors,Management,Y
22144,MR.,ZACHARY,WANG,2/6/1941,M,M,Zachary23@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22145,MR.,EDUARDO,KELLY,6/6/1941,M,M,Eduardo69@Adventure-Works.Com,60000,3,Graduate Degree,Management,Y
22146,MR.,BENJAMIN,CHEN,10/21/1942,S,M,Benjamin27@Adventure-Works.Com,50000,4,Bachelors,Management,Y
22147,MR.,BRETT,KAPOOR,4/17/1947,M,M,Brett0@Adventure-Works.Com,10000,2,Partial High School,Clerical,Y
22148,MRS.,CANDACE,PRASAD,2/25/1947,M,F,Candace9@Adventure-Works.Com,10000,2,Partial High School,Clerical,Y
22149,MR.,GREGORY,SHEN,9/15/1947,M,M,Gregory6@Adventure-Works.Com,20000,4,High School,Skilled Manual,Y
22150,MR.,DAMIEN,LIANG,2/25/1947,M,M,Damien13@Adventure-Works.Com,30000,2,Partial College,Clerical,N
22151,MR.,NEIL,JIMENEZ,7/6/1948,M,M,Neil6@Adventure-Works.Com,10000,2,Partial High School,Clerical,Y
22152,MR.,MARCUS,KING,2/18/1978,M,M,Marcus29@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22153,MS.,ALYSSA,KELLY,8/4/1978,M,F,Alyssa45@Adventure-Works.Com,70000,,Partial College,Skilled Manual,N
22154,MS.,YOLANDA,YUAN,1/24/1977,S,F,Yolanda6@Adventure-Works.Com,40000,,Partial High School,Clerical,Y
22155,MR.,STEVE,CAI,7/5/1948,M,M,Steve24@Adventure-Works.Com,20000,2,Partial High School,Clerical,Y
22156,MRS.,JAMIE,ZHENG,3/4/1948,M,F,Jamie23@Adventure-Works.Com,30000,3,Partial College,Clerical,N
22157,MS.,MARIA,RICHARDSON,11/22/1977,S,F,Maria12@Adventure-Works.Com,40000,,Partial High School,Clerical,N
22158,MS.,AMBER,PHILLIPS,2/16/1977,S,F,Amber5@Adventure-Works.Com,40000,,Partial High School,Clerical,Y
22159,MR.,DAVID,DAVIS,5/17/1977,S,M,David78@Adventure-Works.Com,40000,,Partial College,Skilled Manual,N
22160,MR.,ALEX,RICHARDSON,12/11/1977,S,M,Alex13@Adventure-Works.Com,40000,,Partial College,Skilled Manual,N
22161,MS.,RACHEL,CLARK,10/4/1977,S,F,Rachel22@Adventure-Works.Com,40000,,Partial College,Skilled Manual,N
22162,MR.,BRAD,YUAN,4/11/1977,M,M,Brad6@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22163,MS.,MORGAN,SCOTT,7/1/1977,S,F,Morgan10@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22164,MS.,DESTINY,MORRIS,8/24/1977,S,F,Destiny25@Adventure-Works.Com,70000,,Partial College,Skilled Manual,N
22165,MR.,AARON,PEREZ,11/1/1976,M,M,Aaron36@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22166,MS.,KATHERINE,GRAY,8/28/1976,S,F,Katherine18@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22167,MRS.,COLLEEN,YANG,3/22/1949,M,F,Colleen5@Adventure-Works.Com,20000,2,Partial High School,Clerical,Y
22168,MRS.,ERICA,WANG,5/2/1949,M,F,Erica1@Adventure-Works.Com,30000,3,Partial College,Clerical,N
22169,MRS.,JENNY,LI,12/13/1950,M,F,Jenny5@Adventure-Works.Com,20000,2,Partial High School,Clerical,Y
22170,MRS.,CYNTHIA,MARTINEZ,9/18/1950,M,F,Cynthia23@Adventure-Works.Com,30000,3,Partial College,Clerical,N
22171,MRS.,MEREDITH,GONZALEZ,5/10/1951,M,F,Meredith18@Adventure-Works.Com,30000,3,High School,Skilled Manual,N
22172,MR.,CESAR,SARA,9/9/1951,M,M,Cesar9@Adventure-Works.Com,30000,3,High School,Skilled Manual,Y
22173,MRS.,BIANCA,CAI,4/20/1952,M,F,Bianca18@Adventure-Works.Com,30000,3,High School,Skilled Manual,N
22174,MR.,MICAH,LU,5/2/1952,M,M,Micah22@Adventure-Works.Com,30000,3,High School,Skilled Manual,Y
22175,MRS.,JOY,DOMINGUEZ,11/5/1952,M,F,Joy14@Adventure-Works.Com,30000,3,High School,Skilled Manual,Y
22176,MR.,ALEJANDRO,YANG,9/10/1953,M,M,Alejandro7@Adventure-Works.Com,40000,3,Partial College,Skilled Manual,N
22177,MRS.,MEGHAN,SUAREZ,3/25/1953,M,F,Meghan18@Adventure-Works.Com,40000,3,Partial College,Skilled Manual,N
22178,MRS.,JESSICA,BELL,6/26/1953,M,F,Jessica7@Adventure-Works.Com,40000,3,Partial College,Skilled Manual,Y
22179,MRS.,ABBY,MEHTA,2/8/1954,M,F,Abby11@Adventure-Works.Com,40000,3,Partial High School,Clerical,N
22180,MR.,JOE,SRINI,10/14/1954,S,M,Joe11@Adventure-Works.Com,70000,2,Partial College,Skilled Manual,N
22181,MR.,GARY,ROMERO,10/21/1954,S,M,Gary20@Adventure-Works.Com,70000,2,Partial College,Skilled Manual,Y
22182,MS.,MADELINE,PARKER,11/4/1975,S,F,Madeline7@Adventure-Works.Com,40000,,Partial College,Skilled Manual,N
22183,MR.,BENJAMIN,JONES,10/26/1975,M,M,Benjamin35@Adventure-Works.Com,40000,,Partial College,Skilled Manual,Y
22184,MR.,JEREMY,CARTER,7/27/1975,M,M,Jeremy13@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22185,MR.,CONNOR,HENDERSON,6/2/1975,M,M,Connor1@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22186,MR.,JONATHAN,FOSTER,10/4/1975,S,M,Jonathan15@Adventure-Works.Com,60000,,Partial College,Skilled Manual,N
22187,MS.,HANNAH,RUSSELL,6/24/1974,S,F,Hannah41@Adventure-Works.Com,50000,,High School,Skilled Manual,Y
22188,MS.,SARAH,BARNES,6/8/1973,M,F,Sarah28@Adventure-Works.Com,60000,,Partial College,Skilled Manual,Y
22189,MS.,LINDA,HERNANDEZ,3/3/1973,M,F,Linda18@Adventure-Works.Com,70000,,Partial College,Professional,Y
22190,MR.,CARLOS,RICHARDSON,2/18/1976,S,M,Carlos11@Adventure-Works.Com,60000,,Partial College,Professional,N
22191,MR.,JACK,ADAMS,2/9/1976,S,M,Jack52@Adventure-Works.Com,60000,,Partial College,Professional,Y
